,0,1,2,3
0,0.0,0.0,0.0,0.0
1,2222222.0,321.0797119140625,0.0001249972265213728,83599.36792700631
2,2221222.0,320.9478759765625,0.00015865534078329802,103404.51275360017
3,2223222.0,321.2082824707031,9.236561163561419e-05,63736.20460846311
4,2222221.0,318.2497863769531,0.0001171986004919745,37268.05125091189
5,2222223.0,321.19195556640625,0.00011648837244138122,102628.16968518212
6,2222212.0,321.0970458984375,0.00012469760258682072,79276.06325790996
7,2222232.0,321.0624694824219,0.00012528852676041424,87884.10901405697
8,2221331.0,315.04498291015625,0.00012324939598329365,51428.57142857143
9,2223113.0,321.2613830566406,8.20867353468202e-05,71350.8059150605
10,3222223.0,321.1658630371094,9.38360026339069e-05,444727.05648149765
11,1222221.0,321.7626953125,0.00028098089387640357,1216.7975213641212
